,0
1027,96055.46178271555
13130,443.4939528376799
17279,-16515.247142643173
4058,9140.623615209319
3910,-4231.9332058142945
5658,19675.951294839855
13515,-3593.2324466745413
16361,-1390.518734018733
3894,4908.180058525308
5836,-12120.20619306383
1084,-13956.635351581368
3571,-5645.692760989337
13694,-10158.04002957791
8443,-180.39395683283146
14425,-2442.732973180886
13674,15522.931802453688
1346,-15010.545882223389
15447,8876.066794185706
8142,2639.110821820572
16864,1269.56778489522
18808,1643.4695193540642
17788,-6543.885848861286
4021,1474.7564724726853
15247,12298.244130990957
11585,3299.2153558271348
13578,-2806.1840704249844
15947,-4969.04755533268
5857,-7144.847539445771
12141,6864.084663771657
17249,-7114.2027384749235
10329,-11901.532570377523
8985,9767.302523013534
11484,-6685.019842413938
2602,-3227.281107169514
11491,6400.46961875787
6641,14689.124831765934
7913,8843.47394031662
5015,1066.0996583413516
14633,-3123.689452283663
15763,-18456.43239247628
3686,14143.342968551427
7161,-9247.482463299857
16600,-35401.66127288816
3652,-7739.967392520415
14186,3683.9708039976103
14699,-24680.43037700843
3984,-16658.359590659195
4073,8291.367793831243
8776,25445.800487286542
5438,-8969.722035477087
10228,1940.1072970441892
1383,38721.30444434
4842,14724.672468579782
3376,-19330.363764278936
4119,-39517.44545181978
15591,-9473.700590160617
7687,-9911.370545671736
8991,-2506.2563649329904
2636,5711.800945460058
8710,4979.628883741141
15527,2235.6674542101337
18592,-4322.588555901431
1429,8110.110344720488
15252,7224.840919411261
12129,-1276.9210503299328
12244,14081.268859709267
13480,-3699.586438551083
15439,-10023.900320520945
12877,9007.595611744446
18179,34729.82781096129
14832,-7208.648190602542
11856,1591.1383148926907
10365,2870.531300731185
1227,-16605.714249167897
5441,-3279.4957525984355
1006,14907.983038435581
11249,12914.667624789097
11212,5900.967889513682
15500,-9725.6897976517
11751,11821.784133058569
16544,12342.12564871095
8076,-11029.835157674719
3394,6584.848908977321
8962,132.21535582713477
6173,-1839.716812874286
7360,-13358.71027763989
15617,-12231.635351581368
15457,-13137.62832980607
12361,-1270.2237863782148
19130,10841.276963339531
5026,-6805.1365191988925
9610,-21359.592132536804
8487,749.6690350295185
5576,-3727.170643192563
13259,6265.287282542561
17195,12272.290294640028
16207,-6374.542461095998
4401,-8298.459098743086
12888,7529.2581934564705
17341,-6323.950386554563
17333,8974.324586423147
5549,-2024.5191082476922
16298,-14522.511640346747
6301,6334.164742749646
4936,10082.135830253783
8484,1143.0952941103606
11888,-4972.330890895129
5502,-2135.8212350374306
15532,-8375.232446674541
14331,3036.313630458102
8664,17409.667624789097
6,-1781.9905657173776
1535,-9127.556931199084
13637,-3273.261321108227
8452,3683.9708039976103
15553,3093.5238508562106
247,4523.716749775882
9091,-5802.916579852379
3752,5419.0371459709295
17342,-29670.211326274824
1747,-10772.445919287773
4989,12023.367789156327
11911,-19282.93896197042
19225,-13786.190610307403
16479,-2359.6048255782553
13484,-17417.938404241835
2909,-14452.693860318712
13344,3462.4222305115945
17494,-3570.170643192563
4156,13363.212684954771
7575,-14511.116531126405
8351,40343.16577848312
15584,-9647.058393136373
18984,-11232.067503379003
5653,-5187.74392923977
13896,15337.087048006306
17683,11544.37783579429
1397,3099.551736405729
10881,-5402.787315045229
7319,-4401.119779228531
7834,-6.4055711845867336e-09
1328,5667.009434282622
15537,-1782.2187967599266
3974,13702.64368121824
18556,-8992.18928022818
16439,1799.3613603843733
2647,-11018.965567973119
3926,549.0883630596891
4113,-17417.938404241835
9619,-17547.276270786588
8310,-8495.556733744863
17759,7726.971139207987
4373,-5460.791098427555
15657,12381.003689290956
17322,-19905.006446707772
558,-1197.2769994896953
6385,-6017.109205804409
16208,12357.053607084294
6700,-12168.163255706688
3310,-6975.316670710847
8030,1643.1758629570768
3482,-9993.865174912811
16613,-7460.792223851669
137,14907.983038435581
12319,-13137.62832980607
17937,1953.0717812319672
8097,4446.728278686842
5595,7633.648409282407
15297,-8043.967392520415
10765,5541.766573258243
5937,6435.792668742641
11443,2980.4321436822165
12929,-7585.514423759756
8086,5134.49398640837
7908,-573.865767184343
7728,2379.544765505716
9571,-13912.791422987772
18867,2754.8324701264564
16638,-4628.425379352903
3978,-2273.4353889434824
12513,-14763.740657604649
13126,6454.695146541898
18777,873.0923826563594
5525,-776.6834490568872
14049,-4695.916579852379
9987,-20283.381579808243
10859,-7321.04755533268
1163,7536.302229755078
5561,4341.424637447881
18199,-5.637048161588609e-09
17744,-11210.042175500956
7306,-5435.097027131909
4941,-4566.221455860603
16594,8139.515186784989
18194,-10225.504574204664
2498,-5663.334072010614
13815,30767.820062793216
11482,-2605.077887955944
5804,-8375.232446674541
11150,11158.430391800954
1290,-138.94442406054077
1297,20827.584636826363
14068,12947.998653970346
7113,8479.89140468961
10208,-2928.2033678642583
3997,60234.82006279322
9128,10082.135830253783
14898,32828.982713100006
715,-4015.9106551604964
7836,-8502.760977401605
361,-13508.039771001913
11685,-2233.489043911567
18931,-3236.2622817136107
8267,-1340.8805509368467
11696,1082.6466823018127
17769,-17444.097936045117
4007,-24567.48830396851
2540,-17651.26213894286
19105,12079.208468161913
17090,-13534.777171812064
11139,-4008.706190019252
1444,10518.163857156658
18877,-11638.57872361329
6501,1561.8832827944943
1157,-18606.40757789636
3958,-9680.009242679716
3721,-8938.916579852379
7094,28668.23710177577
6835,3993.8011683598716
16412,-2375.4795685740937
460,-19724.507026967745
3851,-14215.396944292159
15105,-2636.010389086783
2177,989.4758204139544
7625,5931.250995447281
10026,6558.250995447281
5186,-8559.111307492785
14099,7019.4450335157635
9194,4360.627433090223
1199,-12251.566381020588
4977,3300.799543744115
8525,-2324.810561250828
4385,-1056.7800919092492
2034,-22348.78596623773
